idx,Output,Hypothesis,Entropy,Errors,Bridging score,3,2,1
730,"When a plant grows, the size of the leaves of that plant has a positive impact on that plant's survival.",Slow leaf growth has a negative impact on a plant's survival.,0.004537084898,0,0.00,,,
731,Adding heat will increase the temperature of ice.,Ice melting is a kind of physical change.,0.07480127282,0,0.14,,,
732,Grease is used to decrease the friction among objects.,Grease is used to decrease the friction on the wheels and gears moving on other surfaces.,0.006063422061,0,0.00,,,
733,Heat and light are the same energy.,A lamp converts electrical energy to light and heat energy.,0.01528227961,0,0.02,,,
734,A hand dryer converts heat energy into electricity.,A hand dryer converts electrical energy into heat energy.,0.9502748415,0,0.99,N,,
735,Sleet and raindrops are both forms of freezing.,Sleet is the precipitation when raindrops freeze as they fall.,0.5823858368,0,0.87,,,
736,To be good for means to maintain physical fitness.,Exercise can help a human maintain good health.,0.004440480115,0,0.88,,,
737,Humans changing a meadow causes animal populations to decrease in that meadow.,Humans / farmers planting fruit trees in a meadow causes rabbit populations to decrease in that meadow.,0.001919060785,0,0.00,,,
738,The periodic table of elements can be used to describe the properties of an element.,The periodic table of elements is the model that can be used to determine the properties of elements.,0.06397048271,0,0.52,,,
739,The prokaryotic cell is made up of cells that does not contain a nucleus.,A nucleus cannot be found in prokaryotic cells.,0.4388215219,0,0.98,,,
740,Lion's diet is an inherited characteristic because lions eat zebras because they are on the other animal's diet.,Lions eating zebras is an example of inherited characteristic.,0.07421357947,0,1.00,,,
741,Gravity causes the earth to orbit the moon.,Gravity causes the moon to orbit around the earth.,0.08450194295,0,0.01,,,
742,Absorbing energy causes ice to melt.,The block of ice will melt.,0.09014965322,0,0.21,,,
743,The mass of the ice will stay the same as the ice melts.,The mass of the ice will not change.,0.08796210654,0,1.00,,,
744,Thermal conduction is when heat flows from warmer pan to cooler pan.,Thermal conduction causes the heat flows from the burner to the frying pan.,0.00379827866,0,0.03,,,
745,Claws are used to catch food.,Claws are used by some birds to catch food.,0.0084864516,0,0.10,,,
746,Sugar and water make a mixture.,Sugar water is a mixture.,0.1039755433,0,0.98,,,
747,"As the available water in an environment increases, the populations of organisms in that environment will increase and a flood will occur.",A flood may cause the population of salamander to increase in an environment.,0.003431178854,0,0.00,,,
748,A balance can be used to determine the mass of sand.,Determining the mass of the sand requires using a balance to measure the mass of the sand.,0.8979054721,0,0.97,,N,
749,"As the source of light becomes closer, the source will appear brighter.","As the distance of the star to earth decreases, the star will appear brighter.",0.01201870954,0,0.01,,,
750,An mixture is a mixture of different solids.,Different solids that are combined will become a mixture.,0.2992352279,0,0.96,,,
751,A wildfire can burn a forest.,A jack pine tree will disperse seeds after a wildfire.,0.002633867485,0,0.00,,,
752,The next step in the rock cycle will be the formation of sediments.,"After weathering, erosion will be the next step in the rock cycle.",0.008235341695,0,0.01,,,
753,Ice wedging causes water to crack by expanding in openings.,The ice formed by water freezing causes rocks to crack by expanding in openings.,0.01252685304,0,0.02,,,
754,Dryness can store a lot of water.,Storing water is an adaptation to a dry environment.,0.6754056737,0,0.24,,,
755,Earth rotating on its tilted axis causes cycles of day and night on earth.,The earth rotating on its tilted axis causes the cycles of day and night on earth.,0.1031155562,0,1.00,,,
756,A rheumatoid arthritis is caused by the body's tissues.,The immune system becomes disordered first before rheumatoid arthritis occurs.,0.00357605516,0,0.00,,,
757,A green leaf will scatter more light than a leaf that is green in color.,Leaves reflect green color.,0.9242363512,0,0.28,N,,
758,Both mass and weight are physical properties.,The robot will weigh less on mars than earth but will have the same mass.,0.002016135434,0,0.00,,,
759,Wings are used for flying in birds.,An example of an adaptation for flight in birds is feathers / wings / hollow bones.,0.01830649856,0,0.07,,,
760,A hand dryer converts heat to electricity.,A hand dryer converts electrical energy into heat energy.,0.2849824705,0,0.99,,,
761,Atomic means identical in value / amount / number / quantity.,The atomic number of the atom will change.,0.04823460298,0,0.00,,,
762,Most negatively-charged particles are located at the outside of the nucleus of an atomic atom.,"The smallest, negatively-charged particles in the atom orbit the nucleus of the atom.",0.01931112735,0,0.01,,,
763,Earthworms causing tunnels in soil can have a positive impact on a plant's roots' growth by loosening the soil.,Earthworms creating tunnels has a positive impact on the growth of plant roots by loosening the soil.,0.05362517455,0,0.99,,,
764,Sugar is a pure substance and water is a two substances.,Sugar water is a mixture.,0.9684953177,0,0.04,N,,
765,Water vapor is the state of water at 120 c.,The water will be water vapor when the temperature is 120 c.,0.4972827427,0,0.97,,,
766,A student sees the milky way galaxy.,The student observes the milky way galaxy at night.,0.006534821148,0,0.00,,,
767,Water is in the solid state and hail is in ice.,Hail is water in solid ice.,0.232942981,0,0.88,,,
768,A cell absorbs nutrients to become a source of energy for living things.,All human cells take in energy.,0.006953637583,0,0.00,,,
769,A hand lens is a kind of magnifying glass that can be used to see insects by making insects appear bigger.,A hand lens can help seeing the insect by magnifying the insect.,0.1070935361,0,0.99,,,
770,Vacuoles are used for storing starch by cells.,Vacuoles are the organelles that store water and starch for potato cells.,0.004214687334,0,0.01,,,
771,Looking at the person outside in the day is an example of seeing.,The person outside cannot see the person in the dark room.,0.001404236129,0,0.00,,,
772,Hot temperatures and cold temperatures have a negative impact on fish.,Hot weather has a negative impact on the survival of fish.,0.03248332893,0,0.11,,,
773,A cell wall and bark around the trunk of a tree are similar to purpose.,A cell wall has a similar function to the bark of a tree.,0.07805400628,0,0.98,,,
774,The mass of the object is similar to the mass of that object.,All objects have mass.,0.9446758688,0,0.01,N,,
775,A magnifying glass can be used to see insects by making them appear bigger.,A hand lens can help seeing the insect by magnifying the insect.,0.004546647382,0,0.01,,,
776,Copper is a different material with different properties.,Copper is a material that is an electrical conductor.,0.002116697513,0,0.00,,,
777,"As the source of light becomes closer, the light will appear brighter.","As the distance of the star to earth decreases, the star will appear brighter.",0.013473508,0,0.00,,,
778,Most of the mass of an atom is located in the nucleus.,Most of the mass of an atom is located in the nucleus.,0.08447997736,0,1.00,,,
779,Rocks and ice are solids.,"Ice, a rock, and a piece of aluminum are all solids.",0.00507234426,0,0.00,,,
780,The circular movement of an object around a center / axis causes cycles of day and night on the earth.,Earth rotating on its axis causes the cycle of day and night on earth.,0.1801513796,0,0.45,,,
781,Water and sugar combined together will form a mixture.,Sugar water is a mixture.,0.1827491386,0,0.98,,,
782,High speed means an airplane is fast.,An airplane can help people travel quickly.,0.0277451293,0,0.46,,,
783,The candle left out in the open will burn longer and last longer.,The candle left out in the open stay burning the longest.,0.45900408,0,0.64,,,
784,Objects in a mountain and a body of water are part of two kinds of environment.,The environment has changed from a body of water to mountains.,0.0617532471,0,0.03,,,
785,The surface of the moon and the surface of earth both contain mountains.,Both the surface of the moon and the surface of the earth contain mountains.,0.05440846033,0,1.00,,,
786,Mountain area is on the surface of the moon and on the earth.,Both the surface of the moon and the surface of the earth contain mountains.,0.08587256367,0,0.99,,,
787,An earthquake can change the surface of the earth by shaking the ground.,An earthquake changes earth's surface quickly.,0.01711249849,0,0.00,,,
788,A forest is dark in color and animals that live in a forest are black.,Having dark fur has a positive impact on an animal's survival in a forest.,0.006031699064,0,0.00,,,
789,The function of lungs and skin can be used to identify those parts of a bird or frog.,The function of skin on frogs is similar to the function of lungs in birds.,0.1183930376,0,0.23,,,
790,Oxygen combines with hydrogen to form water.,Oxygen combining with hydrogen will form water.,0.1038482077,0,0.99,,,
791,Moving away from the source of light increases the distance between the light and the moving object.,"As the distance of the star to earth decreases, the star will appear brighter.",0.009228459711,0,0.02,,,
792,Electrical current causes the body to get warm.,Electrical current running through a wire causes that wire to become warm.,0.01089869989,0,0.14,,,
793,A refrigerator can be used to keep food fresh for a long period of time.,Refrigerator is the invention that can keep food fresh for a long period of time.,0.8394852805,0,0.98,,,E?
794,Growing has a positive impact on a plant's survival.,Slow leaf growth has a negative impact on a plant's survival.,0.002071369254,0,0.00,,,
795,Fast earthquake wave is a kind of wave.,An earthquake changes earth's surface quickly.,0.008055126676,0,0.26,,,
796,The supply of solar energy is an inexhaustible resource.,The supply of solar energy will not change over billions of years.,0.00340660824,0,0.00,,,
797,The grand canyon used to be covered by water in the past and fossils of water animals or plants may be found in the sediment there.,The grand canyon used to be covered by oceans in the past.,0.007057703692,0,0.78,,,
798,A petri dish can be used to study the bacteria in a controlled setting.,A petri dish can be used to grow and study the bacteria in a controlled setting.,0.05925459908,0,0.12,,,
799,Photovoltaic cells use solar energy to produce electricity.,Solar energy is a kind of renewable resource that is used by photovoltaic cells to produce electricity.,0.2000913774,0,0.99,,,
800,A robin and a cricket are both animals.,The robin is the predator and the cricket is the prey.,0.1265700098,0,0.00,,,
801,Nerve cells can carry electricity through the body.,Nerves carry messages from the eyes to the brain.,0.002181338597,0,0.00,,,
802,Rock is formed of quartz and feldspar.,Sometimes rocks are formed by quartz and feldspar mixed together.,0.09262617921,0,0.01,,,
803,Burning wood produces heat by changing the chemical energy in wood into thermal energy.,The chemical energy in wood is transformed into thermal energy.,0.04956513794,0,0.99,,,
804,Sedimentary rocks are the structure that are formed by deposited materials weathering together and cementing together.,Sedimentary rocks are a kind of structure that is formed by materials being deposited then buried then cemented together.,0.06213857089,0,0.90,,,
805,Tree roots decrease soil erosion.,Planting trees prevents soil from washing away.,0.02149865421,0,0.60,,,
806,The ice process is a kind of process.,The mass of the ice will not change.,0.005388840675,0,0.00,,,
807,"When water freezes, then water can get into the crack and the crack will break apart.","If water freezes in the crack of the rock, then the rock will break apart by water expanding when it freezes.",0.09978654325,0,0.07,,,
808,Lichens and soil are similar to being formed by breaking down rocks.,Lichens breaking down rocks can form soil.,0.1240749519,0,0.97,,,
809,The moon is less bright than the sun and can cause harm to the eyes.,Looking at the moon has less of a negative impact on the eyes.,0.9472411479,0,0.03,N,,
810,Green plants use photosynthesis to get minerals.,Leafy vegetables are a good source of minerals.,0.00409633739,0,0.13,,,
811,The earth completes a complete revolution in 1 planetary year.,A complete revolution of earth around the sun takes an earth year.,0.008196234914,0,0.09,,,
812,A comet is a celestial object that is elliptical and occurs once per 1000 years.,Comets are the kind of celestial object that has a highly elliptical orbit and has a period of over 1000 years.,0.4336965274,0,0.85,,,
813,Apparent magnitude is used to describe the brightness of a celestial object.,Apparent magnitude is a measure of the brightness of a star as observed on earth.,0.00583674774,0,0.01,,,
814,A pot can generate heat for cooking.,"If a pot become hot, then the handle of the pot will become hot.",0.004301620512,0,0.00,,,
815,"As the distance to a leaf increases, the leaf will appear smaller.",A hand lens can be used to see a leaf by magnification.,0.004503696745,0,0.01,,,
816,Cells are a smaller level of organization than tissues in an organism.,The number of chromosomes of two somatic cells will most likely be the same.,0.003255105217,0,0.00,,,
817,Water will cause rocks to crack by expanding in openings.,The ice formed by water freezing causes rocks to crack by expanding in openings.,0.008663378974,0,0.01,,,
818,If an object is in the sunlight then that object will absorb solar energy.,Chlorophyll is used for absorbing light energy by plants.,0.003687911759,0,0.01,,,
819,A bacterium can break down dead plants and recycle nutrients to the soil through decomposition.,Bacteria causes soil to become more fertile by breaking down dead plants and animals.,0.02802919252,0,0.00,,,
820,A plant requires soil for survival and to grow.,Plant decomposition is important for the formation of fertile soil.,0.03097988059,0,0.03,,,
821,Thermal conduction causes the heat in the frying pan to transfer to the air.,Thermal conduction causes the heat flows from the burner to the frying pan.,0.02013674819,0,0.03,,,
822,Bone can be used to provide support for the skeletal system.,Protection and support are jobs of the skeletal system.,0.7669254105,0,0.70,,,
823,Exposure to extreme heat and pressure changes can change shale into metamorphic rock.,Exposure to increased pressure metamorphoses shale into slate.,0.004838837496,0,0.00,,,
824,Looking at the moon has a negative impact on the eyes.,Looking at the moon has less of a negative impact on the eyes.,0.06301937596,0,0.01,,,
825,Actions are an example of animal instinct.,Jumping to catch a ball is a kind of learned characteristic.,0.002122633712,0,0.00,,,
826,Gravity pulls the ball towards planets.,Gravity is the force that pulls the ball towards the planet.,0.9972353556,0,0.94,,,E?
827,Composition is used to describe a rock.,"Rocks can be classified as sedimentary, metamorphic, or igneous based on how the rock was formed.",0.004479794373,0,0.03,,,
828,Bark and cell wall are both protective covering for a tree.,A cell wall has a similar function to the bark of a tree.,0.3344513529,0,0.50,,,
829,"If erosion follows weathering, then erosion will be the next step in the rock cycle.","After weathering, erosion will be the next step in the rock cycle.",0.0755474203,0,0.98,,,
830,A researcher found thymine in a strand of nucleic acid in rna.,The researcher found a strand of dna.,0.05580865135,0,0.00,,,
831,Mitosis produces copies of the parent cell.,Mitosis is a source of two identical nuclei.,0.18337314,0,0.86,,,
832,Vacuoles are the organelles that store water and starch for cells.,Vacuoles are the organelles that store water and starch for potato cells.,0.005041715266,0,0.00,,,
833,A graduated cylinder can be used to describe the volume of a piece of granite.,A graduated cylinder can be used to measure volume of a piece of granite.,0.1169006252,0,1.00,,,
834,Apparent magnitude is a measure of the brightness of a star as observed on earth.,Apparent magnitude is a measure of the brightness of a star as observed on earth.,0.09447812633,0,0.99,,,
835,Hunting is a kind of behavior.,Hunting is not an instinctive behavior.,0.05658964742,0,0.74,,,
836,Pouring water onto soil causes erosion and deposition.,Pouring water onto soil is similar to the erosion on the canyon formation.,0.00359840846,0,0.00,,,
837,Many vehicles increase the amount of pollution in the air.,Many automobiles increase the pollution in the air.,0.8701716286,0,1.00,,E,
838,A centimeter can be used to measure short lengths / short distances.,Centimeter is a metric unit used to describe the length of an object.,0.06707204376,0,0.66,,,
839,The sun has the largest temperature and the largest size among the stars in our galaxy but it is an average sized star.,The sun is average in size and average in temperature in our galaxy.,0.1116082281,0,0.97,,,
840,"As the source of light becomes closer, that source will appear brighter.","As the distance of the star to earth decreases, the star will appear brighter.",0.01304406482,0,0.01,,,
841,Composition is used to describe a rock.,"Rocks are classified as igneous, sedimentary, or metamorphic based on how they are formed.",0.005119006014,0,0.02,,,
842,"Photosynthesizing makes food for the plant by converting carbon dioxide, water, and sunlight into carbohydrates.",A leaf makes food for the plant by converting sunlight into carbohydrates.,0.01127891995,0,0.19,,,
843,Dryness can hold a lot of water.,Storing water is an adaptation to a dry environment.,0.7980292382,0,0.41,,,N
844,Lungs and skin are used to describe the purpose of birds and frogs.,The function of skin on frogs is similar to the function of lungs in birds.,0.9912819783,0,0.40,,,N
845,Electric current can be used to measure temperature.,Electrical current running through a wire causes that wire to become warm.,0.01135464006,0,0.01,,,
846,The tundra environment is cool.,A tundra is a kind of area that is usually very cold in temperature.,0.6105871485,0,0.80,,,
847,Atom is a particle that is made of a core core surrounded by electrons.,An atom is made of a core of protons and neutrons surrounded by electrons.,0.005512282681,0,0.00,,,
848,Some fish use scales to make themselves safe.,Scales are used for protection by fish.,0.05595674996,0,1.00,,,
849,Glacial movement can cause the sedimentary rock and bedrock to appear polished.,Glacial movement often causes bedrock to appear polished and leaves scratches in rocks.,0.003331505233,0,0.00,,,
850,Students are differentiating leaves by their properties.,Students are classifying the leaves by their properties.,0.1808721531,0,0.99,,,
851,Rusting means to change into rust.,Iron rusting is a kind of chemical change.,0.004151546812,0,0.00,,,
852,A cell wall and bark are a kind of protection around the trunk of a tree.,A cell wall has a similar function to the bark of a tree.,0.1232043377,0,0.76,,,
853,Inheriting a food preference is when an inherited characteristic is passed from parent to offspring by genetics / dna.,Food preference is not inherited from parents.,0.005848372646,0,0.00,,,
854,A petri dish can be used to grow and study the bacteria in a controlled setting.,A petri dish can be used to grow and study the bacteria in a controlled setting.,0.09231963374,0,0.99,,,
855,A lit candle will burn longer if it is left out in the open.,The candle left out in the open stay burning the longest.,0.4806023904,0,0.57,,,E
856,Ice will melt and heat and melt above its melting point.,The block of ice will melt.,0.04804838397,0,0.19,,,
857,A disordered immune system causes autoimmune diseases to happen first.,The immune system becomes disordered first before rheumatoid arthritis occurs.,0.003085923393,0,0.01,,,
858,Vacuoles are the organelles that store and hold areas for water and starch for cells.,Vacuoles are the organelles that store water and starch for potato cells.,0.005243193628,0,0.00,,,
859,Producing renewable electric energy requires renewing geothermal energy and solar energy.,Geothermal energy has the potential to produce renewable electric energy.,0.8109688665,0,0.95,,,E
860,Heating will increase the melting point of ice.,Ice melting is a kind of physical change.,0.06340730968,0,0.70,,,
861,A leaf is a kind of object that is green in color.,Leaves reflect green color.,0.2443504945,0,0.94,,,
862,An earthquake can change earth's surface by shaking the ground with seismic waves.,An earthquake changes earth's surface quickly.,0.01741961297,0,0.00,,,
863,The properties of elements can be used to describe elements.,The periodic table of elements is the model that can be used to determine the properties of elements.,0.008599276231,0,0.01,,,
864,"Water combining hydrogen and oxygen is similar to being formed. """,Oxygen combining with hydrogen will form water.,0.4036141128,0,0.89,,,
865,A reflector can be used to make an object more easily seen.,"If the reflector reflects the light toward the eye, then the reflector can be seen.",0.02611334817,0,0.29,,,
866,Soil is a source of nutrients for plants.,The type of soil may have the greatest impact on plant growth.,0.003940098819,0,0.00,,,
867,An atom is made of protons and neutrons surrounded by almost empty space.,An atom has a positive core surrounded by mostly empty space.,0.01739360668,0,0.68,,,
868,A pot is a source of heat for cooking.,"If a pot become hot, then the handle of the pot will become hot.",0.004881202339,0,0.00,,,
869,Determining mass often requires measuring that mass.,Determining the mass of the sand requires using a balance to measure the mass of the sand.,0.005289895803,0,0.00,,,
870,Mitosis produces cells with the same number of nuclei as the parent cell.,Mitosis is a source of two identical nuclei.,0.7453202931,0,0.77,,,
871,The excretory system removes waste from the body.,The excretory system removes waste from the body.,0.06230014397,0,1.00,,,
872,"Plants are made up of cells that contain a nucleus, chloroplasts, and a cell wall.",That organism is a part of the biological kingdom plantae.,0.01234032395,0,0.48,,,
873,Sugar is soluble in water and can form a sugar cube.,Sugar cubes will dissolve in water when they are combined.,0.2447506486,0,0.02,,,
874,Heat energy causes ice to melt above its melting point.,The block of ice will melt.,0.1197246038,0,0.33,,,
875,"Lemon juice and vinegar are sour in taste and acidic in taste. """,Lemon juice is sour in taste.,0.09645078499,0,0.97,,,
876,Ice has a melting point similar to water.,Ice melting is a kind of physical change.,0.06005207259,0,0.66,,,
877,The moon is earth's moon and the new moon and solar eclipse are when the moon blocks the earth from the sun.,A solar eclipse could only happen during the new moon.,0.8918329191,0,0.02,,N,
878,Mitosis produces a cell nucleus that is identical to the parent cell.,Mitosis is a source of two identical nuclei.,0.4230221029,0,0.80,,,
879,Plants provide food for themselves / animals / consumers by performing photosynthesis.,Leafy vegetables are a good source of minerals.,0.002569563296,0,0.00,,,
880,The fossils of ocean animals may be found in the sediment at the grand canyon.,The grand canyon used to be covered by oceans in the past.,0.04754869503,0,0.10,,,
881,Burning fossil fuels and releasing carbon into the atmosphere will increase the amount of carbon in the atmosphere.,Burning fossil fuels adds carbon into the atmosphere.,0.09556445572,0,0.99,,,
882,A hand lens can be used to see a leaf by making it appear bigger.,A hand lens can be used to see a leaf by magnification.,0.4640952112,0,0.98,,,
883,Gardens are located outside in the summer to receive sunlight to grow plants.,The plants in the gardens will receive the most sunlight in summer to grow during the day.,0.02173802781,0,0.06,,,
884,If an object is in the sunlight then that object / that something will absorb solar energy.,Chlorophyll is used for absorbing light energy by plants.,0.003180726404,0,0.00,,,
885,An ice cube and rock are two solid that are hard.,"Ice, a rock, and a piece of aluminum are all solids.",0.004670333076,0,0.00,,,
886,Ice absorbing energy will cause ice to heat and melt above its melting point.,The block of ice will melt.,0.05929930577,0,0.32,,,
887,Lion eat zebra because they are a kind of animal.,Lions eating zebras is an example of inherited characteristic.,0.3793884104,0,0.75,,,
888,A hand lens can be used to see insects by magnifying the insects and making insects appear bigger.,A hand lens can help seeing the insect by magnifying the insect.,0.0944419691,0,0.99,,,
889,"Lemon juice and vinegar are corrosive and sour in taste. """,Lemon juice is sour in taste.,0.1082741055,0,0.94,,,
890,To classify rocks requires determining how a rock is formed.,"Rocks can be classified as sedimentary, metamorphic, or igneous based on how the rock was formed.",0.005816421119,0,0.12,,,
891,Lions eating zebras is an example of a gene determining the trait.,Lions eating zebras is an example of inherited characteristic.,0.1154032165,0,0.65,,,
892,Light absorbs solar energy from the sun and transfers solar energy to something else.,Chlorophyll is used for absorbing light energy by plants.,0.003761280589,0,0.01,,,
893,Roots are part of a tree that anchor the plant into the soil.,Planting trees prevents soil from washing away.,0.008083968196,0,0.05,,,
894,The formation of soil requires solid particles.,Plant decomposition is important for the formation of fertile soil.,0.004852537625,0,0.01,,,
895,"As dryness increases in an environment, storing water is a kind of method for increasing the availability of water in that environment.",Storing water is an adaptation to a dry environment.,0.1438527889,0,0.91,,,
896,The core of an atom is surrounded by almost empty space.,An atom has a positive core surrounded by mostly empty space.,0.01603465086,0,0.01,,,
897,A plant cell is a kind of organism in the biological kingdom plantae.,That organism is a part of the biological kingdom plantae.,0.611119439,0,0.99,,,
898,To maintain means to exercise.,Exercise can help a human maintain good health.,0.004136007303,0,0.19,,,
899,A heat engine converts heat energy into mechanical energy that can be used to push or pull another object.,The mechanical energy converted by the car engine causes the car to move.,0.0676176654,0,0.07,,,
900,A bacterium breaking down dead plants in fertile soil increases the nutrients in soil.,Bacteria causes soil to become more fertile by breaking down dead plants and animals.,0.1724588178,0,0.00,,,
901,A sedimentary deposit contains organic compounds.,A sedimentary deposit formed from organic material includes high amounts of carbon.,0.002857480258,0,0.00,,,
902,Andy lives in the southern hemisphere in August and in the northern hemisphere in the winter.,Andy will experience winter in southern hemisphere in august.,0.00251226992,0,0.55,,,
903,Gravity causes moons to orbit planets.,Gravity causes the moon to orbit around the earth.,0.05094396509,0,0.01,,,
904,Sierra nevada mountains have a positive impact on water vapor reaching a location.,Sierra nevada mountains can limit the water vapor reaching nevada.,0.5227345823,0,0.08,,,
905,Water and hail are both solid.,Hail is water in solid ice.,0.005881934536,0,0.02,,,
906,To be used for something means to exercise and help maintain good health.,Exercise can help a human maintain good health.,0.004096198916,0,0.94,,,
907,The person in the dark room is not looking at the window.,The person outside cannot see the person in the dark room.,0.003449146695,0,0.61,,,
908,Pouring water onto soil causes sediment to move from one location to another location.,Pouring water onto soil is similar to the erosion on the canyon formation.,0.00365463426,0,0.00,,,
909,Moving away from the source of light causes the light to appear brighter.,"As the distance of the star to earth decreases, the star will appear brighter.",0.04293528267,0,0.50,,,
910,Composition is a property of a rock and includes values of sedimentary / metamorphic / igneous.,"Rocks are classified as igneous, sedimentary, or metamorphic based on how they are formed.",0.06867981887,0,0.41,,,
911,Andy lives in the winter in the southern hemisphere.,Andy will experience winter in southern hemisphere in august.,0.002039862944,0,0.00,,,
912,To classify rocks requires determining the mass of the rock.,"Rocks are classified as igneous, sedimentary, or metamorphic based on how they are formed.",0.003206787787,0,0.01,,,
913,The formation of quartz and feldspar requires the two minerals to be made of each other.,Sometimes rocks are formed by quartz and feldspar mixed together.,0.02732683814,0,0.21,,,
914,Decomposition is when a plant recycles nutrients from dead organisms to the soil by eating those dead organisms.,Plant decomposition is important for the formation of fertile soil.,0.006217972131,0,0.00,,,
915,Weight and mass can be used to describe the mass of an object.,The robot will weigh less on mars than earth but will have the same mass.,0.001968504953,0,0.00,,,
916,The class of a rock can be used to identify that rock and describe how a rock is formed.,"Rocks can be classified as sedimentary, metamorphic, or igneous based on how the rock was formed.",0.004422198745,0,0.02,,,
917,The mass of a robot on earth will be greater than the mass of the robot on mars.,The robot will weigh less on mars than earth but will have the same mass.,0.04827735123,0,0.02,,,
918,Sediment is formed by rocks weathering together.,Sedimentary rocks are a kind of structure that is formed by materials being deposited then buried then cemented together.,0.05995861584,0,0.55,,,
919,"As the ice dissolves in water, the mass of the ice will stay the same.",The mass of the ice will not change.,0.08302881659,0,0.99,,,
920,A hand dryer is a source of heat by generating energy for it.,A hand dryer converts electrical energy into heat energy.,0.01516484194,0,0.49,,,
921,Automobiles cause pollution by increasing the amount of pollution in the air.,Many automobiles increase the pollution in the air.,0.1186912083,0,0.24,,,
922,Wings and feathers are used by birds to fly.,An example of an adaptation for flight in birds is feathers / wings / hollow bones.,0.009816731827,0,0.01,,,
923,The properties of ice can be used to identify an object that is made of ice in the kuiper belt.,Objects in kuiper belt are icy.,0.08089196306,0,0.88,,,
924,Feathers are required by birds to move through air / space.,An example of an adaptation for flight in birds is feathers / wings / hollow bones.,0.008956902238,0,0.07,,,
925,A meter stick can be used to measure the height of an object.,A meter stick can be used to measure the height of the door.,0.002802711459,0,0.00,,,
926,Exposure to extreme heat and pressure changes shale into metamorphic rock.,Exposure to increased pressure metamorphoses shale into slate.,0.004676802236,0,0.00,,,
927,A landslide can move boulders downhill from bodies of water caused by storms or rain.,A landslide after a rainstorm can move rocks downhill from the mountain.,0.01284150487,0,0.07,,,
928,Feathers are part of birds used for flying.,An example of an adaptation for flight in birds is feathers / wings / hollow bones.,0.009187653198,0,0.01,,,
929,"When light hits a blue block, that light bounces off that blue block.",The blue block reflects blue light.,0.85698015,0,0.53,,,N
930,Grease can decrease the friction of gears and wheels.,Grease is used to decrease the friction on the wheels and gears moving on other surfaces.,0.03369565968,0,0.10,,,
931,A meter stick can be used to record the height of a door and the length of a wood door.,A meter stick can be used to measure the height of the door.,0.11869256,0,0.99,,,
932,"The heart, blood vessels, kidneys, and bladder all work together to pump blood to the rest of the body.","The heart, blood vessels, kidneys, and bladder working together makes them an organ system.",0.01918064441,0,0.02,,,
933,Fossil fuel is a chemical energy.,Chemical energy can be found in fossil fuels.,0.007147504603,0,1.00,,,
934,A wildfire can produce great amounts of heat.,A jack pine tree will disperse seeds after a wildfire.,0.002369649868,0,0.03,,,
935,Hot temperatures have a negative impact on fish because an animal usually requires a warm body temperature for survival.,Hot weather has a negative impact on the survival of fish.,0.2204468159,0,0.99,,,
936,Ice melting point is colder than water melting point.,Ice melting is a kind of physical change.,0.0263783212,0,0.57,,,
937,Bone is rigid and can be used to provide support for skeletal system.,Protection and support are jobs of the skeletal system.,0.9465257625,0,0.74,N,,
938,Combining baking soda and vinegar will cause chemical reactions.,Combining baking soda and vinegar can cause chemical reactions.,0.06445496631,0,0.99,,,
939,Lemon juice is a kind of acid.,Lemon juice is sour in taste.,0.01200827062,0,0.07,,,
940,A graduated cylinder can be used to measure the volume of water.,A graduated cylinder can be used to measure the volume of liquid water and solid water ice.,0.003590117507,0,0.00,,,
941,Mitosis produces cells with a nucleus identical to the parent cell.,Mitosis is a source of two identical nuclei.,0.5339076812,0,0.79,,,
942,A flood can cause the resources used by those organisms in a body of water to increase.,A flood may cause the population of salamander to increase in an environment.,0.00203663299,0,0.00,,,
943,Electrons are located on the orbitals of an atom and take up the most mass in an atom.,Electrons are part of an atom that take up the majority of the volume in an atom.,0.1957177392,0,0.96,,,
944,"A reflecting telescope can be used to observe the moons and satellites that orbit Jupiter. """,A reflecting telescope can be used to observe the moons that orbit around jupiter.,0.1335877959,0,0.99,,,
945,Salt is added to water to form a mixture.,Salt water is a kind of mixture.,0.1291217022,0,0.96,,,
946,The muscular system contains muscles used for moving and pulling.,The muscular system pulls bones to move the bones.,0.2488589951,0,0.17,,,
947,Rocks are formed by weathering together and cementing together.,Sedimentary rocks are a kind of structure that is formed by materials being deposited then buried then cemented together.,0.01441057113,0,0.20,,,
948,Animals that live in a forest are dark in color and have black fur.,Having dark fur has a positive impact on an animal's survival in a forest.,0.003448860877,0,0.00,,,
949,An instrument can be used to measure wind speed.,An anemometer is an instrument used to measure wind speed.,0.00488459182,0,0.01,,,
950,"The amount of water in an environment increases, and the populations of organisms in that environment will increase and a flood will occur.",A flood may cause the population of salamander to increase in an environment.,0.003537953023,0,0.00,,,
951,Lack of food causes starvation for some animals.,Starvation of the animals that eat fish can endanger those animals.,0.003060559878,0,0.00,,,
952,A rheumatoid arthritis will happen first before the body's tissues.,The immune system becomes disordered first before rheumatoid arthritis occurs.,0.003416210597,0,0.06,,,
953,The tundra environment is a kind of area that is cold in temperature.,A tundra is a kind of area that is usually very cold in temperature.,0.7691382373,0,0.46,,,
954,Aluminum is made of aluminum atoms.,Aluminum atom is the smallest particle that has the properties of aluminum.,0.005714908389,0,0.00,,,
